date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:28	12133/12133	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202017%2008:02:08%20GMT	http://themes.iki-bir.com/creatink/style/images/art/pattern3.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/pattern3.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:07:30	1143/1143	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2018%20Sep%202017%2013:40:12%20GMT	http://themes.iki-bir.com/creatink/style/images/art/pattern4.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/pattern4.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:07:52	262795/262795	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2012:43:53%20GMT	http://themes.iki-bir.com/creatink/style/images/art/uc-bg.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/uc-bg.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:07:54	280231/280231	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202017%2010:37:35%20GMT	http://themes.iki-bir.com/creatink/style/images/art/resume-bg.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/resume-bg.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:07:54	145772/145772	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202017%2009:38:16%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr4.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr4.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:04	46861/46861	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202017%2014:30:40%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr25.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr25.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:12	119019/119019	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202017%2009:38:19%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr6.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr6.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:16	60024/60024	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2004%20Sep%202017%2010:39:39%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr27.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr27.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:23	43695/43695	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2004%20Sep%202017%2010:39:46%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr32.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr32.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:26	179110/179110	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202017%2009:38:21%20GMT	http://themes.iki-bir.com/creatink/style/images/art/cr7.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/cr7.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
16:08:36	303252/303252	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2028%20Sep%202017%2010:43:49%20GMT	http://themes.iki-bir.com/creatink/style/type/entypo/Entypo.svg?tonte3	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/type/entypo/Entypoe0c4.svg	(from http://themes.iki-bir.com/creatink/style/type/icons.css)
16:08:48	79100/79100	---M--	200	added ('OK')	font/ttf	date:Thu,%2028%20Sep%202017%2010:43:52%20GMT	http://themes.iki-bir.com/creatink/style/type/entypo/Entypo.ttf?tonte3	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/type/entypo/Entypoe0c4.ttf	(from http://themes.iki-bir.com/creatink/style/type/icons.css)
16:08:52	2062336/2062336	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Apr%202017%2007:09:48%20GMT	http://themes.iki-bir.com/creatink/style/type/slimicons/Slimicons.svg?ofrduu	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/type/slimicons/Slimicons25cd.svg	(from http://themes.iki-bir.com/creatink/style/type/icons.css)
16:08:54	82470/82470	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2012%20Sep%202017%2010:18:36%20GMT	http://themes.iki-bir.com/creatink/style/images/art/footer3.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/footer3.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:09:01	844553/844553	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jun%202017%2012:46:24%20GMT	http://themes.iki-bir.com/creatink/style/images/art/about3.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/about3.jpg	(from http://themes.iki-bir.com/creatink/style.css)
16:09:04	47976/47976	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2004%20Sep%202017%2010:46:15%20GMT	http://themes.iki-bir.com/creatink/style/images/art/about8.jpg	C:/Users/antor/Documents/my%20mew%20website/themes.iki-bir.com/creatink/style/images/art/about8.jpg	(from http://themes.iki-bir.com/creatink/index9.html)
